     213    3467    7843
     214    3529    7712
     215    3607    7692
     216    4846   10254
     217    4839   10024
     218    4831    9816
     219    4748   10235
     220    4727    9944
     221    4713    9761
     222    4654   10307
     223    4649   10093
     224    4628    9830
     225    4117    8410
     226    4112    8283
     227    4136    8122
     228    4031    8411
     229    4002    8300
     230    4061    8213
     231    4062    8106
     232    3938    8411
     233    3889    8281
     234    3964    8172
     235    3674   10085
     236    3659    9809
     237    3655    9569
     238    3562    9912
     239    3549    9720
     240    3545    9537
     241    3480    9893
     242    3438    9691
     243    3447    9506
     244    4450   12374
     245    4479   12286
     246    4282   12290
     247    4466   12205
     248    4300   12127
     249    4549   12020
     250    4346   12000
     251    4500   11800
     252    4315   11757
     253    4132    7548
     254    4079    7580
     255    4020    7589
     256    3994    7717
     257    4091    7700
     258    4171    7646
     259    4112    7813
     260    4025    7828
     261    4037    7971
     262    4158    7928
     263    4170    7148
     264    3505    8269
     265    3480    8213
     266    3466    8086
     267    3400    7950
     268    3393    8187
     269    3374    8071
     270    3292    8062
     271    4518   10262
     272    4545   10013
     273    4545    9772
     274    4387   10360
     275    4366   10243
     276    4448   10013
     277    4448    9761
     278    4348   10013
     279    4339    9750
     280    3585    8372
     281    3579    8528
     282    3579    8700
     283    3574    8900
     284    3450   10164
     285    3339   10017
     286    3235    9747
     287    3177    9488
     288    3082   10355
     289    3056   10008
     290    2938    9737
     291    2938    9536
     292    2783    9891
     293    2630    9769
     294    3983   11334
     295    3723   11346
     296    4068   11210
     297    3837   11200
     298    4082   11090
     299    4000   10975
     300    3832   11013
     301    4439    7229
     302    4397    7309
     303    4315    7261
     304    3724    7676
     305    3745    7789
     306    3703    7920
     307    3877    7794
     308    3793    7938
     309    3694    8149
     310    4738   12385
     311    4834   12280
     312    4767   12241
     313    4669   12274
     314    4757   12146
     315    4734   12070
     316    4790   11916
     317    4667   11938
     318    4833   11800
     319    4666   11753
     320    3949    8100
     321    3918    8040
     322    3833    8177
     323    3854    8040
     324    3750    8100
     325    3931    7868
     326    4587    9157
     327    4550    8995
     328    4529    8839
     329    4449    9128
     330    4420    8948
     331    4420    8809
     332    4309    9033
     333    4309    8906
     334    4309    8809
     335    4472   11010
     336    4367   11051
     337    4188   10953
     338    4427   10844
     339    4427   10626
     340    4427   10478
     341    4341   10478
     342    4200   10500
     343    4319   10844
     344    4200   10700
